Item,Mois,Montant,MonthLabel_en,StartOfMonth
Valplast (Délai 2) / Flibber Valplast Direct Finish,Nov,560.0,Nov,
Supplément Cr sur implant (délai 1) / Screwed Crown,Nov,1700.0,Nov,
Valplast (Délai 1) / Flibber Valplast Direct Finish,Nov,1440.0,Nov,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Nov,600.0,Nov,
Emax stratifiée (Délai 2) / Emax Copying,Nov,110.0,Nov,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Nov,540.0,Nov,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Nov,0.0,Nov,
Gouttière Contention Ortho/ Contention Tray,Nov,1040.0,Nov,
Emax stratifiée (Délai 1) / Emax Copying,Nov,700.0,Nov,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Nov,1800.0,Nov,
MCI Pmma,Nov,0.0,Nov,
Couronne Métallique (délai 1) / Cocr Metal crown,Nov,1305.0,Nov,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Nov,0.0,Nov,
Option Maquillage Supplémentaire / Additional Shade,Nov,740.0,Nov,
Option ceramisé / Opaqued,Nov,630.0,Nov,
Soudure,Nov,840.0,Nov,
Rajout Dent / Tooth,Nov,550.0,Nov,
Custom Billing,Nov,65.0,Nov,
Pilier personnalisé,Nov,150.0,Nov,
Finition Résine CTR (Délai 1),Nov,0.0,Nov,
Wax Up (Délai 1) / Mock Up,Nov,0.0,Nov,
Attachement,Nov,400.0,Nov,
SSA Zircone MULTI,Nov,1330.0,Nov,
Barre (fil) contention / contention wire,Nov,150.0,Nov,
PEI (délai 2) / Custom Impression Tray,Nov,210.0,Nov,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Nov,210.0,Nov,
Option Fraisé / Milled Wall,Nov,560.0,Nov,
PEI (délai 1) / Custom Impression Tray,Nov,280.0,Nov,
Gouttières Ortho / Orthodontic Tray,Nov,0.0,Nov,
Délai Express - 1 jour + 25%,Nov,597.0,Nov,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Nov,280.0,Nov,
Cire (délai 2) / Wax Rim,Nov,180.0,Nov,
Chape guide réduction,Nov,320.0,Nov,
Cire (délai 1) / Wax Rim,Nov,285.0,Nov,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Nov,0.0,Nov,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Nov,190.0,Nov,
Rebasage (Délai 1),Nov,225.0,Nov,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Nov,0.0,Nov,
Wax Up (Délai 2) / Mock Up,Nov,380.0,Nov,
Plaque Palais / Metal Plate,Nov,210.0,Nov,
Plan traitement ortho,Nov,0.0,Nov,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Nov,75.0,Nov,
Guide Chirurgical,Nov,0.0,Nov,
Finition Résine CTR (Délai 2),Nov,200.0,Nov,
Crochet Valplast / Valplast clasp,Nov,360.0,Nov,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Nov,80.0,Nov,
Délai Express - 6 jours + 100%,Nov,70.0,Nov,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Nov,0.0,Nov,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Nov,210.0,Nov,
Rebasage MCI,Nov,0.0,Nov,
Délai Express - 2 jours + 40%,Nov,139.0,Nov,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Nov,0.0,Nov,
Modèle Etude 3d,Nov,75.0,Nov,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Nov,350.0,Nov,
Mainteneur d'espace / Space retainer (cast ring),Nov,90.0,Nov,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Nov,350.0,Nov,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Nov,200.0,Nov,
Option Clavette / Key Post Core,Nov,90.0,Nov,
Avis ortho,Nov,0.0,Nov,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Nov,445.0,Nov,
Facette / Facet Veneer,Nov,100.0,Nov,
Délai Express - 4 jours + 70%,Nov,0.0,Nov,
Livraison Express,Nov,30.0,Nov,
Clef en Plâtre CTZ 1,Nov,120.0,Nov,
Délai Express - 5 jours + 85%,Nov,0.0,Nov,
SSA PMMA,Nov,0.0,Nov,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Nov,0.0,Nov,
Supplément contre-plaquée,Nov,50.0,Nov,
Bridge TOBBI,Nov,0.0,Nov,
Finition Résine Complet sur implants (Délai 2),Nov,0.0,Nov,
Modèle d'étude,Nov,60.0,Nov,
Disjoncteur avec bagues (Délais 2),Nov,0.0,Nov,
Joint Céram / Porcelain butt margin,Nov,10.0,Nov,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Nov,0.0,Nov,
Complet Transvissé Résine (Délai 2),Nov,0.0,Nov,
PEI Projet Prothétique,Nov,0.0,Nov,
Plaque avec vérin de Hawley (Délai 2),Nov,0.0,Nov,
Design Couronne CAO W,Nov,156.0,Nov,
Cire Base dure (Délai 1),Nov,0.0,Nov,
Clef silicone (9-14 dents) / Mock Up Key,Nov,0.0,Nov,
Délai Express - 3 jours + 55%,Nov,44.0,Nov,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Nov,100.0,Nov,
Arc de Nance avec bagues,Nov,0.0,Nov,
Réparation ou Adjonction (délai 2),Nov,25.0,Nov,
Cire base dure (Délai 2),Nov,20.0,Nov,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Nov,0.0,Nov,
Grille de renfort,Nov,45.0,Nov,
Stellite PEEK (Délai 1) / CCP PEEK,Nov,0.0,Nov,
Céramique Gingivale / Pink Porcelain,Nov,0.0,Nov,
Clef silicone (1 a 4 dents)/ Mock Up Key,Nov,0.0,Nov,
Duplicata,Nov,0.0,Nov,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Nov,50.0,Nov,
Supplément multi,Nov,0.0,Nov,
Clef silicone (5-8 dents) / Mock Up Key,Nov,0.0,Nov,
Gouttière sur Dent Pro,Nov,0.0,Nov,
Impression (Résine Spécial) Guide Chirurgical,Nov,120.0,Nov,
Rebasage (délai 2),Nov,40.0,Nov,
Chappe de réduction,Nov,20.0,Nov,
Clef validation emp. numérique,Nov,0.0,Nov,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Nov,0.0,Nov,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Nov,0.0,Nov,
Gouttière Provisoire,Nov,120.0,Nov,
Gouttières de Fluoration / Fluoridation Tray,Nov,0.0,Nov,
Plan de traitement suite avis Ortho,Nov,0.0,Nov,
Stellite PEEK (Délai 2) / CCP PEEK,Nov,0.0,Nov,
Plaque de Hawley (Délai 2),Nov,0.0,Nov,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Nov,0.0,Nov,
Gouttière Sport / Sport Guard Tray,Nov,70.0,Nov,
Cire Transvissée CTR 2,Nov,0.0,Nov,
Clef en platre,Nov,0.0,Nov,
Guide de positionnement rigide,Nov,12.0,Nov,
Design Pilier Perso CAO W,Nov,60.0,Nov,
Dents Supp PEEK (Délai 1) / Teeth,Nov,0.0,Nov,
Finition Résine Complet sur implants (Délai 1),Nov,0.0,Nov,
Stratification / Add porcelain,Nov,0.0,Nov,
Disjoncteur,Nov,96.0,Nov,
Fil de renfort / Rep,Nov,3.0,Nov,
Design Valplast CAO W,Nov,0.0,Nov,
Mise en articulation,Nov,30.0,Nov,
Attachement secours,Nov,0.0,Nov,
Dents Supp PEEK (Délai 2) / Teeth,Nov,0.0,Nov,
Réparation ou Adjonction (Délai 2),Nov,25.0,Nov,
Cire Transvissée CTZ 2,Nov,0.0,Nov,
Design Chassis CAO W,Nov,0.0,Nov,
Gouttière Mock Up,Nov,0.0,Nov,
Design Dents Supp CAO W,Nov,0.0,Nov,
Design Inlay Core CAO W,Nov,14.0,Nov,
Désolidarisation,Nov,0.0,Nov,
Design Sur Implant CAO W,Nov,24.0,Nov,
Design Wax Up CAO W,Nov,0.0,Nov,
Nettoyage Appareil,Nov,0.0,Nov,
MISC,Nov,-15510.91,Nov,
Discount,Nov,-13836.0,Nov,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Dec,20010.0,Dec,
Céramo-métallique (délai 2) / PFM,Dec,13550.0,Dec,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Dec,17095.0,Dec,
Inlay Core (Délai 2) / Post Core,Dec,13410.0,Dec,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Dec,12255.0,Dec,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Dec,8760.0,Dec,
Zircone Mono (délai 2) / Xtcera full zircone,Dec,14080.0,Dec,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Dec,11770.0,Dec,
Inlay/Onlay Composite (Délai 2),Dec,9000.0,Dec,
Zircone Mono (délai 1) / Xtcera full zircone,Dec,9240.0,Dec,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Dec,9900.0,Dec,
Inlay Core (Délai 1) / Post Core,Dec,7560.0,Dec,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Dec,9240.0,Dec,
Céramo-métallique (délai 1) / PFM,Dec,9000.0,Dec,
Dents Supplémentaires (délai 2) / Tooth,Dec,8105.0,Dec,
Emax (Délai 2) / Emax Press,Dec,7520.0,Dec,
Partiel résine finition directe (délais 1) / Partial acrylic denture,Dec,7560.0,Dec,
Emax Onlay high translucide  HT(Délai 1),Dec,6480.0,Dec,
Complet Finition Direct (délai 2) / Full Acrylic denture,Dec,4950.0,Dec,
Inlay/Onlay composite (Délai 1),Dec,4189.0,Dec,
Emax Onlay high translucide  HT (Délai 2),Dec,4320.0,Dec,
Emax (Délai 1) / Emax Press,Dec,4800.0,Dec,
Dents supplémentaires (Délai 1) / Tooth,Dec,3972.0,Dec,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Dec,3960.0,Dec,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Dec,2310.0,Dec,
Rajout Crochet,Dec,4160.0,Dec,
Provisoire (Délai 1) / Temporary Crown,Dec,3360.0,Dec,
Supplément Cr sur implant (délai 2) / Screwed Crown,Dec,3300.0,Dec,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Dec,4000.0,Dec,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Dec,1440.0,Dec,
Provisoire (Délai 2) / Temporary Crown,Dec,2325.0,Dec,
Complet Finition Direct (délai 1) / Full Acrylic denture,Dec,1320.0,Dec,
Finition Résine (Délai 1) / Acrylic finish,Dec,2000.0,Dec,
Réparation ou Adjonction (Délai 1),Dec,2370.0,Dec,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Dec,900.0,Dec,
Finition Résine (Délai 2) / Acrylic finish,Dec,1890.0,Dec,
Couronne Métallique (délai 2) / Cocr Metal crown,Dec,2040.0,Dec,
Gouttière Blanchiment (Délai 1) / Bleaching tray,Dec,1220.0,Dec,
Valplast (Délai 2) / Flibber Valplast Direct Finish,Dec,3040.0,Dec,
Supplément Cr sur implant (délai 1) / Screwed Crown,Dec,875.0,Dec,
Valplast (Délai 1) / Flibber Valplast Direct Finish,Dec,2080.0,Dec,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Dec,2400.0,Dec,
Emax stratifiée (Délai 2) / Emax Copying,Dec,1540.0,Dec,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Dec,755.0,Dec,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Dec,1400.0,Dec,
Gouttière Contention Ortho/ Contention Tray,Dec,880.0,Dec,
Emax stratifiée (Délai 1) / Emax Copying,Dec,420.0,Dec,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Dec,0.0,Dec,
MCI Pmma,Dec,0.0,Dec,
Couronne Métallique (délai 1) / Cocr Metal crown,Dec,855.0,Dec,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Dec,3000.0,Dec,
Option Maquillage Supplémentaire / Additional Shade,Dec,870.0,Dec,
Option ceramisé / Opaqued,Dec,310.0,Dec,
Soudure,Dec,1260.0,Dec,
Rajout Dent / Tooth,Dec,590.0,Dec,
Custom Billing,Dec,140.0,Dec,
Pilier personnalisé,Dec,1050.0,Dec,
Finition Résine CTR (Délai 1),Dec,1800.0,Dec,
Wax Up (Délai 1) / Mock Up,Dec,1080.0,Dec,
Attachement,Dec,200.0,Dec,
SSA Zircone MULTI,Dec,950.0,Dec,
Barre (fil) contention / contention wire,Dec,500.0,Dec,
PEI (délai 2) / Custom Impression Tray,Dec,285.0,Dec,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Dec,505.0,Dec,
Option Fraisé / Milled Wall,Dec,560.0,Dec,
PEI (délai 1) / Custom Impression Tray,Dec,120.0,Dec,
Gouttières Ortho / Orthodontic Tray,Dec,640.0,Dec,
Délai Express - 1 jour + 25%,Dec,265.0,Dec,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Dec,350.0,Dec,
Cire (délai 2) / Wax Rim,Dec,220.0,Dec,
Chape guide réduction,Dec,440.0,Dec,
Cire (délai 1) / Wax Rim,Dec,120.0,Dec,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Dec,0.0,Dec,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Dec,190.0,Dec,
Rebasage (Délai 1),Dec,135.0,Dec,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Dec,0.0,Dec,
Wax Up (Délai 2) / Mock Up,Dec,230.0,Dec,
Plaque Palais / Metal Plate,Dec,350.0,Dec,
Plan traitement ortho,Dec,90.0,Dec,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Dec,250.0,Dec,
Guide Chirurgical,Dec,30.0,Dec,
Finition Résine CTR (Délai 2),Dec,200.0,Dec,
Crochet Valplast / Valplast clasp,Dec,600.0,Dec,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Dec,0.0,Dec,
Délai Express - 6 jours + 100%,Dec,30.0,Dec,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Dec,0.0,Dec,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Dec,90.0,Dec,
Rebasage MCI,Dec,450.0,Dec,
Délai Express - 2 jours + 40%,Dec,36.0,Dec,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Dec,880.0,Dec,
Modèle Etude 3d,Dec,165.0,Dec,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Dec,140.0,Dec,
Mainteneur d'espace / Space retainer (cast ring),Dec,45.0,Dec,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Dec,0.0,Dec,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Dec,840.0,Dec,
Option Clavette / Key Post Core,Dec,90.0,Dec,
Avis ortho,Dec,120.0,Dec,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Dec,445.0,Dec,
Facette / Facet Veneer,Dec,120.0,Dec,
Délai Express - 4 jours + 70%,Dec,41.0,Dec,
Livraison Express,Dec,0.0,Dec,
Clef en Plâtre CTZ 1,Dec,0.0,Dec,
Délai Express - 5 jours + 85%,Dec,290.0,Dec,
SSA PMMA,Dec,0.0,Dec,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Dec,0.0,Dec,
Supplément contre-plaquée,Dec,90.0,Dec,
Bridge TOBBI,Dec,0.0,Dec,
Finition Résine Complet sur implants (Délai 2),Dec,0.0,Dec,
Modèle d'étude,Dec,110.0,Dec,
Disjoncteur avec bagues (Délais 2),Dec,128.0,Dec,
Joint Céram / Porcelain butt margin,Dec,30.0,Dec,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Dec,0.0,Dec,
Complet Transvissé Résine (Délai 2),Dec,0.0,Dec,
PEI Projet Prothétique,Dec,0.0,Dec,
Plaque avec vérin de Hawley (Délai 2),Dec,0.0,Dec,
Design Couronne CAO W,Dec,312.0,Dec,
Cire Base dure (Délai 1),Dec,50.0,Dec,
Clef silicone (9-14 dents) / Mock Up Key,Dec,0.0,Dec,
Délai Express - 3 jours + 55%,Dec,0.0,Dec,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Dec,0.0,Dec,
Arc de Nance avec bagues,Dec,0.0,Dec,
Réparation ou Adjonction (délai 2),Dec,50.0,Dec,
Cire base dure (Délai 2),Dec,40.0,Dec,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Dec,0.0,Dec,
Grille de renfort,Dec,0.0,Dec,
Stellite PEEK (Délai 1) / CCP PEEK,Dec,0.0,Dec,
Céramique Gingivale / Pink Porcelain,Dec,0.0,Dec,
Clef silicone (1 a 4 dents)/ Mock Up Key,Dec,40.0,Dec,
Duplicata,Dec,0.0,Dec,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Dec,50.0,Dec,
Supplément multi,Dec,0.0,Dec,
Clef silicone (5-8 dents) / Mock Up Key,Dec,40.0,Dec,
Gouttière sur Dent Pro,Dec,240.0,Dec,
Impression (Résine Spécial) Guide Chirurgical,Dec,0.0,Dec,
Rebasage (délai 2),Dec,0.0,Dec,
Chappe de réduction,Dec,0.0,Dec,
Clef validation emp. numérique,Dec,0.0,Dec,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Dec,140.0,Dec,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Dec,200.0,Dec,
Gouttière Provisoire,Dec,0.0,Dec,
Gouttières de Fluoration / Fluoridation Tray,Dec,110.0,Dec,
Plan de traitement suite avis Ortho,Dec,90.0,Dec,
Stellite PEEK (Délai 2) / CCP PEEK,Dec,0.0,Dec,
Plaque de Hawley (Délai 2),Dec,80.0,Dec,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Dec,150.0,Dec,
Gouttière Sport / Sport Guard Tray,Dec,0.0,Dec,
Cire Transvissée CTR 2,Dec,0.0,Dec,
Clef en platre,Dec,0.0,Dec,
Guide de positionnement rigide,Dec,15.0,Dec,
Design Pilier Perso CAO W,Dec,48.0,Dec,
Dents Supp PEEK (Délai 1) / Teeth,Dec,0.0,Dec,
Finition Résine Complet sur implants (Délai 1),Dec,0.0,Dec,
Stratification / Add porcelain,Dec,0.0,Dec,
Disjoncteur,Dec,0.0,Dec,
Fil de renfort / Rep,Dec,3.0,Dec,
Design Valplast CAO W,Dec,60.0,Dec,
Mise en articulation,Dec,0.0,Dec,
Attachement secours,Dec,0.0,Dec,
Dents Supp PEEK (Délai 2) / Teeth,Dec,10.0,Dec,
Réparation ou Adjonction (Délai 2),Dec,0.0,Dec,
Cire Transvissée CTZ 2,Dec,0.0,Dec,
Design Chassis CAO W,Dec,45.0,Dec,
Gouttière Mock Up,Dec,0.0,Dec,
Design Dents Supp CAO W,Dec,36.0,Dec,
Design Inlay Core CAO W,Dec,21.0,Dec,
Désolidarisation,Dec,0.0,Dec,
Design Sur Implant CAO W,Dec,0.0,Dec,
Design Wax Up CAO W,Dec,12.0,Dec,
Nettoyage Appareil,Dec,0.0,Dec,
MISC,Dec,-5594.95,Dec,
Discount,Dec,-16785.5,Dec,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Jan 2025,3150.0,Jan 2025,2025-01-01
Céramo-métallique (délai 2) / PFM,Jan 2025,2600.0,Jan 2025,2025-01-01
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Jan 2025,1885.0,Jan 2025,2025-01-01
Inlay Core (Délai 2) / Post Core,Jan 2025,1590.0,Jan 2025,2025-01-01
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Jan 2025,2310.0,Jan 2025,2025-01-01
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Jan 2025,840.0,Jan 2025,2025-01-01
Zircone Mono (délai 2) / Xtcera full zircone,Jan 2025,2695.0,Jan 2025,2025-01-01
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Jan 2025,1320.0,Jan 2025,2025-01-01
Inlay/Onlay Composite (Délai 2),Jan 2025,1620.0,Jan 2025,2025-01-01
Zircone Mono (délai 1) / Xtcera full zircone,Jan 2025,420.0,Jan 2025,2025-01-01
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Jan 2025,225.0,Jan 2025,2025-01-01
Inlay Core (Délai 1) / Post Core,Jan 2025,525.0,Jan 2025,2025-01-01
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Jan 2025,1400.0,Jan 2025,2025-01-01
Céramo-métallique (délai 1) / PFM,Jan 2025,0.0,Jan 2025,2025-01-01
Dents Supplémentaires (délai 2) / Tooth,Jan 2025,1180.0,Jan 2025,2025-01-01
Emax (Délai 2) / Emax Press,Jan 2025,1040.0,Jan 2025,2025-01-01
Partiel résine finition directe (délais 1) / Partial acrylic denture,Jan 2025,280.0,Jan 2025,2025-01-01
Emax Onlay high translucide  HT(Délai 1),Jan 2025,360.0,Jan 2025,2025-01-01
Complet Finition Direct (délai 2) / Full Acrylic denture,Jan 2025,1320.0,Jan 2025,2025-01-01
Inlay/Onlay composite (Délai 1),Jan 2025,354.0,Jan 2025,2025-01-01
Emax Onlay high translucide  HT (Délai 2),Jan 2025,1280.0,Jan 2025,2025-01-01
Emax (Délai 1) / Emax Press,Jan 2025,180.0,Jan 2025,2025-01-01
Dents supplémentaires (Délai 1) / Tooth,Jan 2025,128.0,Jan 2025,2025-01-01
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Jan 2025,550.0,Jan 2025,2025-01-01
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Jan 2025,990.0,Jan 2025,2025-01-01
Rajout Crochet,Jan 2025,420.0,Jan 2025,2025-01-01
Provisoire (Délai 1) / Temporary Crown,Jan 2025,120.0,Jan 2025,2025-01-01
Supplément Cr sur implant (délai 2) / Screwed Crown,Jan 2025,260.0,Jan 2025,2025-01-01
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Jan 2025,150.0,Jan 2025,2025-01-01
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Jan 2025,0.0,Jan 2025,2025-01-01
Provisoire (Délai 2) / Temporary Crown,Jan 2025,350.0,Jan 2025,2025-01-01
Complet Finition Direct (délai 1) / Full Acrylic denture,Jan 2025,0.0,Jan 2025,2025-01-01
Finition Résine (Délai 1) / Acrylic finish,Jan 2025,0.0,Jan 2025,2025-01-01
Réparation ou Adjonction (Délai 1),Jan 2025,300.0,Jan 2025,2025-01-01
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Jan 2025,0.0,Jan 2025,2025-01-01
Finition Résine (Délai 2) / Acrylic finish,Jan 2025,420.0,Jan 2025,2025-01-01
Couronne Métallique (délai 2) / Cocr Metal crown,Jan 2025,120.0,Jan 2025,2025-01-01
Gouttière Blanchiment (Délai 1) / Bleaching tray,Jan 2025,0.0,Jan 2025,2025-01-01
Valplast (Délai 2) / Flibber Valplast Direct Finish,Jan 2025,160.0,Jan 2025,2025-01-01
Supplément Cr sur implant (délai 1) / Screwed Crown,Jan 2025,75.0,Jan 2025,2025-01-01
Valplast (Délai 1) / Flibber Valplast Direct Finish,Jan 2025,160.0,Jan 2025,2025-01-01
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Emax stratifiée (Délai 2) / Emax Copying,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Jan 2025,0.0,Jan 2025,2025-01-01
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Contention Ortho/ Contention Tray,Jan 2025,120.0,Jan 2025,2025-01-01
Emax stratifiée (Délai 1) / Emax Copying,Jan 2025,0.0,Jan 2025,2025-01-01
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Jan 2025,0.0,Jan 2025,2025-01-01
MCI Pmma,Jan 2025,0.0,Jan 2025,2025-01-01
Couronne Métallique (délai 1) / Cocr Metal crown,Jan 2025,135.0,Jan 2025,2025-01-01
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Option Maquillage Supplémentaire / Additional Shade,Jan 2025,110.0,Jan 2025,2025-01-01
Option ceramisé / Opaqued,Jan 2025,0.0,Jan 2025,2025-01-01
Soudure,Jan 2025,60.0,Jan 2025,2025-01-01
Rajout Dent / Tooth,Jan 2025,50.0,Jan 2025,2025-01-01
Custom Billing,Jan 2025,0.0,Jan 2025,2025-01-01
Pilier personnalisé,Jan 2025,600.0,Jan 2025,2025-01-01
Finition Résine CTR (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Wax Up (Délai 1) / Mock Up,Jan 2025,0.0,Jan 2025,2025-01-01
Attachement,Jan 2025,0.0,Jan 2025,2025-01-01
SSA Zircone MULTI,Jan 2025,380.0,Jan 2025,2025-01-01
Barre (fil) contention / contention wire,Jan 2025,0.0,Jan 2025,2025-01-01
PEI (délai 2) / Custom Impression Tray,Jan 2025,105.0,Jan 2025,2025-01-01
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Jan 2025,40.0,Jan 2025,2025-01-01
Option Fraisé / Milled Wall,Jan 2025,0.0,Jan 2025,2025-01-01
PEI (délai 1) / Custom Impression Tray,Jan 2025,40.0,Jan 2025,2025-01-01
Gouttières Ortho / Orthodontic Tray,Jan 2025,80.0,Jan 2025,2025-01-01
Délai Express - 1 jour + 25%,Jan 2025,0.0,Jan 2025,2025-01-01
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Jan 2025,70.0,Jan 2025,2025-01-01
Cire (délai 2) / Wax Rim,Jan 2025,20.0,Jan 2025,2025-01-01
Chape guide réduction,Jan 2025,60.0,Jan 2025,2025-01-01
Cire (délai 1) / Wax Rim,Jan 2025,30.0,Jan 2025,2025-01-01
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Jan 2025,0.0,Jan 2025,2025-01-01
